P,Q,computed,manually computed,holds
p1n,,{0, 1, 2, 3, 4, 5, 6, 7, 8},{0, 1, 2, 3, 4, 5, 6, 7, 8},YES
p1t,,{0, 1, 2, 3, 4, 5, 6, 7, 8},{0, 1, 2, 3, 4, 5, 6, 7, 8},YES
p1c,,{0, 1, 2, 3, 4, 5, 6, 7, 8},{0, 1, 2, 3, 4, 5, 6, 7, 8},YES
p2n,,{0, 1, 2, 3, 4, 5, 6, 7, 8},{0, 1, 2, 3, 4, 5, 6, 7, 8},YES
p2t,,{0, 1, 2, 3, 4, 5, 6, 7, 8},{0, 1, 2, 3, 4, 5, 6, 7, 8},YES
p2c,,{0, 1, 2, 3, 4, 5, 6, 7, 8},{0, 1, 2, 3, 4, 5, 6, 7, 8},YES
